data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp
KEN001027,KEN,KEN001027,1027,2021-07-04,2021,1,Protests,Excessive force against protesters,Military Forces of Kenya,,5,Civilians (Kenya),,2,27,Eastern Africa,Kenya,Rift Valley,West Pokot,,Kapenguria,1.2672521225512359,35.573367459051006,1,Government,National,"Excessive force against protesters reported in Kapenguria, Rift Valley region.",0,2021-07-04T15:51:23.486983
KEN001028,KEN,KEN001028,1028,2023-01-18,2023,1,Protests,Protest with intervention,Police Forces of Kenya,,3,Pastoralist Militia (Kenya),,4,40,Eastern Africa,Kenya,Rift Valley,Turkana,,Lodwar,3.541775828524241,35.22624769398923,1,NGO,Subnational,"Protest with intervention reported in Lodwar, Rift Valley region.",0,2023-01-18T15:51:23.486983
KEN001029,KEN,KEN001029,1029,2024-06-29,2024,1,Explosions/Remote violence,Air/drone strike,Rioters (Kenya),,7,Police Forces of Kenya,,7,40,Eastern Africa,Kenya,Central,Kiambu,,Kiambu,-1.4324134122443235,36.54211316492978,1,NGO,National,"Air/drone strike reported in Kiambu, Central region.",0,2024-06-29T15:51:23.486983
KEN001030,KEN,KEN001030,1030,2025-03-05,2025,1,Violence against civilians,Sexual violence,Civilians (Kenya),,4,Police Forces of Kenya,,7,79,Eastern Africa,Kenya,Nyanza,Kisumu,,Kisumu,-0.4866433011636612,34.33306701388938,1,Media,Subnational,"Sexual violence reported in Kisumu, Nyanza region.",1,2025-03-05T15:51:23.486983
KEN001031,KEN,KEN001031,1031,2023-06-03,2023,1,Explosions/Remote violence,Remote explosive/landmine/IED,Ethnic Militia (Kenya),,6,Ethnic Militia (Kenya),,1,45,Eastern Africa,Kenya,Rift Valley,Baringo,,Kabarnet,0.6155259472972642,35.72479983801234,1,Media,Subnational,"Remote explosive/landmine/IED reported in Kabarnet, Rift Valley region.",0,2023-06-03T15:51:23.486983
KEN001032,KEN,KEN001032,1032,2022-10-02,2022,1,Protests,Protest with intervention,Police Forces of Kenya,,5,Political Militia (Kenya),,2,24,Eastern Africa,Kenya,Coast,Lamu,,Lamu,-2.1881818342198534,40.475963187270956,1,International Organization,International,"Protest with intervention reported in Lamu, Coast region.",0,2022-10-02T15:51:23.486983
KEN001033,KEN,KEN001033,1033,2023-04-09,2023,1,Strategic developments,Change to group/activity,Civilians (Kenya),,4,Al Shabaab,,4,23,Eastern Africa,Kenya,Nyanza,Kisumu,,Kisumu,0.19294072251152233,35.043445858815275,1,Media,National,"Change to group/activity reported in Kisumu, Nyanza region.",0,2023-04-09T15:51:23.486983
KEN001034,KEN,KEN001034,1034,2023-12-09,2023,1,Battles,Armed clash,Military Forces of Kenya,,3,Pastoralist Militia (Kenya),,4,75,Eastern Africa,Kenya,Rift Valley,Baringo,,Kabarnet,0.8973894774913257,35.27999328891077,1,Government,Subnational,"Armed clash reported in Kabarnet, Rift Valley region.",0,2023-12-09T15:51:23.486983
KEN001035,KEN,KEN001035,1035,2022-01-28,2022,1,Violence against civilians,Abduction/forced disappearance,Pastoralist Militia (Kenya),,1,Political Militia (Kenya),,0,46,Eastern Africa,Kenya,North Eastern,Garissa,,Garissa,-0.6713714038818889,39.953004830752796,1,International Organization,National,"Abduction/forced disappearance reported in Garissa, North Eastern region.",0,2022-01-28T15:51:23.486983
KEN001036,KEN,KEN001036,1036,2022-08-01,2022,1,Protests,Protest with intervention,Unidentified Armed Group (Kenya),,3,Protesters (Kenya),,3,44,Eastern Africa,Kenya,North Eastern,Garissa,,Garissa,-0.692472855566923,39.47495695099898,1,Media,International,"Protest with intervention reported in Garissa, North Eastern region.",0,2022-08-01T15:51:23.486983
KEN001037,KEN,KEN001037,1037,2022-06-27,2022,1,Battles,Non-state actor overtakes territory,Ethnic Militia (Kenya),,7,,,1,26,Eastern Africa,Kenya,Rift Valley,Turkana,,Lodwar,2.7674853782174775,35.733040355131884,1,International Organization,Subnational,"Non-state actor overtakes territory reported in Lodwar, Rift Valley region.",1,2022-06-27T15:51:23.486983
KEN001038,KEN,KEN001038,1038,2025-02-17,2025,1,Riots,Violent demonstration,Protesters (Kenya),,4,,,1,70,Eastern Africa,Kenya,Rift Valley,Baringo,,Kabarnet,0.2606274694647909,35.89515987599462,1,International Organization,International,"Violent demonstration reported in Kabarnet, Rift Valley region.",0,2025-02-17T15:51:23.486983
KEN001039,KEN,KEN001039,1039,2024-09-07,2024,1,Battles,Government regains territory,Military Forces of Kenya,,6,,,6,72,Eastern Africa,Kenya,North Eastern,Mandera,,Mandera,3.847093114541342,41.559529915438134,1,Media,National,"Government regains territory reported in Mandera, North Eastern region.",1,2024-09-07T15:51:23.486983
KEN001040,KEN,KEN001040,1040,2025-01-11,2025,1,Riots,Violent demonstration,Al Shabaab,,1,Al Shabaab,,3,10,Eastern Africa,Kenya,Coast,Lamu,,Lamu,-2.060020874935001,41.02543179344336,1,International Organization,National,"Violent demonstration reported in Lamu, Coast region.",0,2025-01-11T15:51:23.486983
KEN001041,KEN,KEN001041,1041,2021-12-06,2021,1,Violence against civilians,Sexual violence,Civilians (Kenya),,5,,,6,74,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-4.482937156587367,40.05502066734352,1,International Organization,Subnational,"Sexual violence reported in Mombasa, Coast region.",1,2021-12-06T15:51:23.486983
KEN001042,KEN,KEN001042,1042,2021-11-10,2021,1,Violence against civilians,Sexual violence,Al Shabaab,,7,Al Shabaab,,0,27,Eastern Africa,Kenya,North Eastern,Wajir,,Wajir,2.191357039645651,40.074586767767926,1,International Organization,International,"Sexual violence reported in Wajir, North Eastern region.",0,2021-11-10T15:51:23.486983
KEN001043,KEN,KEN001043,1043,2022-06-13,2022,1,Battles,Armed clash,Al Shabaab,,7,Protesters (Kenya),,3,57,Eastern Africa,Kenya,Western,Bungoma,,Bungoma,0.07184973751376966,34.17095505655788,1,Media,Subnational,"Armed clash reported in Bungoma, Western region.",0,2022-06-13T15:51:23.486983
KEN001044,KEN,KEN001044,1044,2023-11-25,2023,1,Explosions/Remote violence,Suicide bomb,Pastoralist Militia (Kenya),,5,Military Forces of Kenya,,3,69,Eastern Africa,Kenya,Eastern,Isiolo,,Isiolo,0.1608536291004431,38.05749405143005,1,International Organization,Subnational,"Suicide bomb reported in Isiolo, Eastern region.",2,2023-11-25T15:51:23.486983
KEN001045,KEN,KEN001045,1045,2021-04-16,2021,1,Riots,Violent demonstration,Military Forces of Kenya,,4,Political Militia (Kenya),,1,77,Eastern Africa,Kenya,Nairobi,Nairobi,,Nairobi,-1.7807478951588154,37.30919700901485,1,Media,National,"Violent demonstration reported in Nairobi, Nairobi region.",0,2021-04-16T15:51:23.486983
KEN001046,KEN,KEN001046,1046,2022-09-02,2022,1,Violence against civilians,Sexual violence,Ethnic Militia (Kenya),,4,Rioters (Kenya),,2,32,Eastern Africa,Kenya,Eastern,Isiolo,,Isiolo,0.8487707895983327,38.07701302930377,1,NGO,Subnational,"Sexual violence reported in Isiolo, Eastern region.",1,2022-09-02T15:51:23.486983
KEN001047,KEN,KEN001047,1047,2025-09-26,2025,1,Violence against civilians,Sexual violence,Civilians (Kenya),,5,Rioters (Kenya),,2,45,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-4.321504954981024,39.51106873952742,1,International Organization,International,"Sexual violence reported in Mombasa, Coast region.",2,2025-09-26T15:51:23.486983
KEN001048,KEN,KEN001048,1048,2021-09-30,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,7,Police Forces of Kenya,,5,27,Eastern Africa,Kenya,North Eastern,Mandera,,Mandera,3.567224483076591,41.609235660075804,1,Government,Subnational,"Attack reported in Mandera, North Eastern region.",0,2021-09-30T15:51:23.486983
KEN001049,KEN,KEN001049,1049,2022-07-19,2022,1,Riots,Mob violence,Ethnic Militia (Kenya),,2,Rioters (Kenya),,6,57,Eastern Africa,Kenya,Rift Valley,Turkana,,Lodwar,3.207788974336016,35.87539561435321,1,NGO,International,"Mob violence reported in Lodwar, Rift Valley region.",0,2022-07-19T15:51:23.486983
KEN001050,KEN,KEN001050,1050,2022-05-29,2022,1,Strategic developments,Change to group/activity,Political Militia (Kenya),,4,Ethnic Militia (Kenya),,7,23,Eastern Africa,Kenya,North Eastern,Wajir,,Wajir,1.561341520499505,40.53082655183725,1,International Organization,International,"Change to group/activity reported in Wajir, North Eastern region.",0,2022-05-29T15:51:23.486983
KEN001051,KEN,KEN001051,1051,2025-05-22,2025,1,Protests,Peaceful protest,Ethnic Militia (Kenya),,3,,,6,38,Eastern Africa,Kenya,Eastern,Marsabit,,Marsabit,2.656434324851857,38.1973547917329,1,Government,National,"Peaceful protest reported in Marsabit, Eastern region.",0,2025-05-22T15:51:23.486983
KEN001052,KEN,KEN001052,1052,2026-01-26,2026,1,Riots,Mob violence,Military Forces of Kenya,,1,Military Forces of Kenya,,1,61,Eastern Africa,Kenya,Coast,Lamu,,Lamu,-2.294439825481875,40.86986273736078,1,Government,National,"Mob violence reported in Lamu, Coast region.",0,2026-01-26T15:51:23.486983
KEN001053,KEN,KEN001053,1053,2025-03-10,2025,1,Violence against civilians,Attack,Civilians (Kenya),,4,Political Militia (Kenya),,1,73,Eastern Africa,Kenya,North Eastern,Garissa,,Garissa,-0.9534422554219433,39.858337994981284,1,Media,International,"Attack reported in Garissa, North Eastern region.",6,2025-03-10T15:51:23.486983
KEN001054,KEN,KEN001054,1054,2025-03-30,2025,1,Protests,Peaceful protest,Political Militia (Kenya),,3,,,1,22,Eastern Africa,Kenya,Central,Kiambu,,Kiambu,-1.2108726688636238,36.816220733616646,1,Media,Subnational,"Peaceful protest reported in Kiambu, Central region.",0,2025-03-30T15:51:23.486983
KEN001055,KEN,KEN001055,1055,2023-10-29,2023,1,Protests,Excessive force against protesters,Protesters (Kenya),,3,,,7,71,Eastern Africa,Kenya,Coast,Lamu,,Lamu,-1.9886377976112208,40.87987730565306,1,Government,Subnational,"Excessive force against protesters reported in Lamu, Coast region.",0,2023-10-29T15:51:23.486983
KEN001056,KEN,KEN001056,1056,2023-04-17,2023,1,Strategic developments,Change to group/activity,Rioters (Kenya),,7,Civilians (Kenya),,5,22,Eastern Africa,Kenya,North Eastern,Mandera,,Mandera,4.434384387820065,41.61168618812327,1,Government,International,"Change to group/activity reported in Mandera, North Eastern region.",0,2023-04-17T15:51:23.486983
KEN001057,KEN,KEN001057,1057,2021-09-09,2021,1,Battles,Non-state actor overtakes territory,Ethnic Militia (Kenya),,7,Protesters (Kenya),,3,51,Eastern Africa,Kenya,Rift Valley,West Pokot,,Kapenguria,1.3325132165693838,35.12990233639658,1,Media,International,"Non-state actor overtakes territory reported in Kapenguria, Rift Valley region.",1,2021-09-09T15:51:23.486983
KEN001058,KEN,KEN001058,1058,2022-11-03,2022,1,Protests,Protest with intervention,Civilians (Kenya),,4,Ethnic Militia (Kenya),,2,23,Eastern Africa,Kenya,North Eastern,Wajir,,Wajir,1.5248156392405727,39.74518995027251,1,International Organization,National,"Protest with intervention reported in Wajir, North Eastern region.",0,2022-11-03T15:51:23.486983
KEN001059,KEN,KEN001059,1059,2022-07-04,2022,1,Violence against civilians,Attack,Protesters (Kenya),,2,Police Forces of Kenya,,3,78,Eastern Africa,Kenya,Western,Bungoma,,Bungoma,0.11279199902380443,34.75495588899527,1,Media,International,"Attack reported in Bungoma, Western region.",3,2022-07-04T15:51:23.486983
KEN001060,KEN,KEN001060,1060,2024-07-22,2024,1,Violence against civilians,Sexual violence,Protesters (Kenya),,2,,,1,75,Eastern Africa,Kenya,North Eastern,Mandera,,Mandera,3.889614750380188,42.24475834219273,1,NGO,International,"Sexual violence reported in Mandera, North Eastern region.",1,2024-07-22T15:51:23.486983
KEN001061,KEN,KEN001061,1061,2023-10-01,2023,1,Explosions/Remote violence,Suicide bomb,Protesters (Kenya),,1,Unidentified Armed Group (Kenya),,7,29,Eastern Africa,Kenya,Western,Bungoma,,Bungoma,0.49458204648349047,34.46193594309943,1,NGO,Subnational,"Suicide bomb reported in Bungoma, Western region.",4,2023-10-01T15:51:23.486983
KEN001062,KEN,KEN001062,1062,2021-02-11,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Kenya),,5,Police Forces of Kenya,,4,16,Eastern Africa,Kenya,Rift Valley,Turkana,,Lodwar,2.8947858969027003,35.27222429236612,1,International Organization,Subnational,"Remote explosive/landmine/IED reported in Lodwar, Rift Valley region.",0,2021-02-11T15:51:23.486983
KEN001063,KEN,KEN001063,1063,2025-08-16,2025,1,Protests,Excessive force against protesters,Al Shabaab,,5,Political Militia (Kenya),,2,49,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-3.6049111418227033,39.485145288635586,1,Media,National,"Excessive force against protesters reported in Mombasa, Coast region.",0,2025-08-16T15:51:23.486983
KEN001064,KEN,KEN001064,1064,2024-05-14,2024,1,Explosions/Remote violence,Air/drone strike,Political Militia (Kenya),,2,Military Forces of Kenya,,2,18,Eastern Africa,Kenya,North Eastern,Garissa,,Garissa,-0.5046445625217625,40.119348278701985,1,International Organization,International,"Air/drone strike reported in Garissa, North Eastern region.",5,2024-05-14T15:51:23.486983
KEN001065,KEN,KEN001065,1065,2023-06-04,2023,1,Protests,Protest with intervention,Protesters (Kenya),,5,,,5,12,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-4.472685298614236,39.56841909553881,1,Government,Subnational,"Protest with intervention reported in Mombasa, Coast region.",0,2023-06-04T15:51:23.486983
KEN001066,KEN,KEN001066,1066,2024-08-05,2024,1,Riots,Violent demonstration,Protesters (Kenya),,3,,,2,21,Eastern Africa,Kenya,North Eastern,Wajir,,Wajir,1.5563688787921897,40.05969852784354,1,NGO,Subnational,"Violent demonstration reported in Wajir, North Eastern region.",3,2024-08-05T15:51:23.486983
KEN001067,KEN,KEN001067,1067,2023-09-01,2023,1,Riots,Mob violence,Al Shabaab,,6,,,3,12,Eastern Africa,Kenya,Rift Valley,Turkana,,Lodwar,3.242607809956222,35.45471676494243,1,Media,Subnational,"Mob violence reported in Lodwar, Rift Valley region.",0,2023-09-01T15:51:23.486983
KEN001068,KEN,KEN001068,1068,2021-06-22,2021,1,Violence against civilians,Sexual violence,Unidentified Armed Group (Kenya),,6,Military Forces of Kenya,,3,35,Eastern Africa,Kenya,Rift Valley,West Pokot,,Kapenguria,1.068715808856361,35.26226556049544,1,NGO,Subnational,"Sexual violence reported in Kapenguria, Rift Valley region.",2,2021-06-22T15:51:23.486983
KEN001069,KEN,KEN001069,1069,2024-03-19,2024,1,Riots,Mob violence,Police Forces of Kenya,,3,Police Forces of Kenya,,7,16,Eastern Africa,Kenya,North Eastern,Mandera,,Mandera,3.6449269177280414,41.49238122867648,1,Media,Subnational,"Mob violence reported in Mandera, North Eastern region.",0,2024-03-19T15:51:23.486983
KEN001070,KEN,KEN001070,1070,2024-07-09,2024,1,Riots,Violent demonstration,Civilians (Kenya),,6,Pastoralist Militia (Kenya),,4,49,Eastern Africa,Kenya,North Eastern,Wajir,,Wajir,1.396195678671434,40.51511932381326,1,Government,Subnational,"Violent demonstration reported in Wajir, North Eastern region.",0,2024-07-09T15:51:23.486983
KEN001071,KEN,KEN001071,1071,2025-03-22,2025,1,Riots,Violent demonstration,Al Shabaab,,1,Political Militia (Kenya),,4,55,Eastern Africa,Kenya,Rift Valley,Turkana,,Lodwar,2.9657404319631926,35.29851412542411,1,Media,National,"Violent demonstration reported in Lodwar, Rift Valley region.",0,2025-03-22T15:51:23.486983
KEN001072,KEN,KEN001072,1072,2021-08-20,2021,1,Riots,Violent demonstration,Political Militia (Kenya),,1,Protesters (Kenya),,1,69,Eastern Africa,Kenya,North Eastern,Mandera,,Mandera,3.761278956337801,42.10751893961786,1,Government,National,"Violent demonstration reported in Mandera, North Eastern region.",0,2021-08-20T15:51:23.486983
KEN001073,KEN,KEN001073,1073,2022-09-01,2022,1,Battles,Government regains territory,Protesters (Kenya),,2,,,3,63,Eastern Africa,Kenya,Coast,Lamu,,Lamu,-2.081643930772209,40.691282424441965,1,NGO,International,"Government regains territory reported in Lamu, Coast region.",0,2022-09-01T15:51:23.486983
KEN001074,KEN,KEN001074,1074,2025-07-01,2025,1,Protests,Protest with intervention,Civilians (Kenya),,6,,,4,71,Eastern Africa,Kenya,Rift Valley,Baringo,,Kabarnet,0.22837371736630652,35.588520200176795,1,Media,International,"Protest with intervention reported in Kabarnet, Rift Valley region.",0,2025-07-01T15:51:23.486983
KEN001075,KEN,KEN001075,1075,2024-02-16,2024,1,Violence against civilians,Abduction/forced disappearance,Ethnic Militia (Kenya),,6,Civilians (Kenya),,0,19,Eastern Africa,Kenya,Coast,Lamu,,Lamu,-2.542156237896108,40.9812678295752,1,Government,National,"Abduction/forced disappearance reported in Lamu, Coast region.",2,2024-02-16T15:51:23.486983
KEN001076,KEN,KEN001076,1076,2023-05-18,2023,1,Battles,Non-state actor overtakes territory,Pastoralist Militia (Kenya),,5,Police Forces of Kenya,,1,30,Eastern Africa,Kenya,Western,Bungoma,,Bungoma,0.8263554778963716,34.66857116759817,1,Media,National,"Non-state actor overtakes territory reported in Bungoma, Western region.",1,2023-05-18T15:51:23.486983
KEN001077,KEN,KEN001077,1077,2024-05-03,2024,1,Riots,Violent demonstration,Ethnic Militia (Kenya),,5,Unidentified Armed Group (Kenya),,5,36,Eastern Africa,Kenya,Nyanza,Kisumu,,Kisumu,0.35532722781084664,35.04043815692516,1,International Organization,National,"Violent demonstration reported in Kisumu, Nyanza region.",0,2024-05-03T15:51:23.486983
KEN001078,KEN,KEN001078,1078,2022-07-11,2022,1,Violence against civilians,Abduction/forced disappearance,Military Forces of Kenya,,7,Civilians (Kenya),,4,25,Eastern Africa,Kenya,Rift Valley,Turkana,,Lodwar,3.4017550110555796,35.93553490765374,1,International Organization,Subnational,"Abduction/forced disappearance reported in Lodwar, Rift Valley region.",0,2022-07-11T15:51:23.486983
KEN001079,KEN,KEN001079,1079,2025-06-15,2025,1,Protests,Peaceful protest,Ethnic Militia (Kenya),,1,Al Shabaab,,1,64,Eastern Africa,Kenya,North Eastern,Wajir,,Wajir,1.6093929983164863,39.9223512775418,1,NGO,National,"Peaceful protest reported in Wajir, North Eastern region.",0,2025-06-15T15:51:23.486983
KEN001080,KEN,KEN001080,1080,2021-11-24,2021,1,Battles,Armed clash,Al Shabaab,,1,Military Forces of Kenya,,6,61,Eastern Africa,Kenya,Eastern,Isiolo,,Isiolo,0.37415175606897777,37.686047365181274,1,Media,International,"Armed clash reported in Isiolo, Eastern region.",0,2021-11-24T15:51:23.486983
KEN001081,KEN,KEN001081,1081,2025-07-06,2025,1,Strategic developments,Agreement,Ethnic Militia (Kenya),,5,,,7,54,Eastern Africa,Kenya,Nyanza,Kisumu,,Kisumu,-0.3456795726741921,34.315030068206745,1,Government,International,"Agreement reported in Kisumu, Nyanza region.",0,2025-07-06T15:51:23.486983
KEN001082,KEN,KEN001082,1082,2024-02-14,2024,1,Violence against civilians,Attack,Pastoralist Militia (Kenya),,2,Al Shabaab,,3,40,Eastern Africa,Kenya,Eastern,Marsabit,,Marsabit,1.9589534871773608,38.252586170454606,1,NGO,Subnational,"Attack reported in Marsabit, Eastern region.",0,2024-02-14T15:51:23.486983
KEN001083,KEN,KEN001083,1083,2022-08-20,2022,1,Riots,Violent demonstration,Pastoralist Militia (Kenya),,6,,,0,79,Eastern Africa,Kenya,Coast,Lamu,,Lamu,-1.9066559084190091,40.89371257349007,1,Government,National,"Violent demonstration reported in Lamu, Coast region.",1,2022-08-20T15:51:23.486983
KEN001084,KEN,KEN001084,1084,2025-04-05,2025,1,Riots,Violent demonstration,Pastoralist Militia (Kenya),,6,Pastoralist Militia (Kenya),,2,63,Eastern Africa,Kenya,Nairobi,Nairobi,,Nairobi,-1.3009041088341275,36.65267661056087,1,Media,National,"Violent demonstration reported in Nairobi, Nairobi region.",0,2025-04-05T15:51:23.486983
KEN001085,KEN,KEN001085,1085,2023-09-30,2023,1,Battles,Government regains territory,Unidentified Armed Group (Kenya),,4,,,7,34,Eastern Africa,Kenya,Eastern,Isiolo,,Isiolo,0.7538291931628301,37.41591484847579,1,Media,National,"Government regains territory reported in Isiolo, Eastern region.",0,2023-09-30T15:51:23.486983
KEN001086,KEN,KEN001086,1086,2021-09-24,2021,1,Battles,Government regains territory,Al Shabaab,,1,,,4,39,Eastern Africa,Kenya,Nairobi,Nairobi,,Nairobi,-1.681892437357276,36.52661981680028,1,International Organization,National,"Government regains territory reported in Nairobi, Nairobi region.",2,2021-09-24T15:51:23.486983
KEN001087,KEN,KEN001087,1087,2022-04-08,2022,1,Riots,Mob violence,Military Forces of Kenya,,5,,,2,61,Eastern Africa,Kenya,North Eastern,Wajir,,Wajir,1.8082101087684008,40.090808586134514,1,Media,National,"Mob violence reported in Wajir, North Eastern region.",0,2022-04-08T15:51:23.486983
KEN001088,KEN,KEN001088,1088,2025-05-16,2025,1,Battles,Government regains territory,Protesters (Kenya),,7,Rioters (Kenya),,7,23,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-3.8951269242819384,39.73802547733213,1,Media,International,"Government regains territory reported in Mombasa, Coast region.",0,2025-05-16T15:51:23.486983
KEN001089,KEN,KEN001089,1089,2024-04-16,2024,1,Riots,Violent demonstration,Civilians (Kenya),,6,Civilians (Kenya),,7,15,Eastern Africa,Kenya,Rift Valley,West Pokot,,Kapenguria,1.12806461651348,35.0997134818076,1,Media,Subnational,"Violent demonstration reported in Kapenguria, Rift Valley region.",0,2024-04-16T15:51:23.486983
KEN001090,KEN,KEN001090,1090,2025-08-15,2025,1,Battles,Non-state actor overtakes territory,Political Militia (Kenya),,3,Military Forces of Kenya,,2,27,Eastern Africa,Kenya,Nairobi,Nairobi,,Nairobi,-1.3589494667575144,36.72753759433577,1,NGO,International,"Non-state actor overtakes territory reported in Nairobi, Nairobi region.",4,2025-08-15T15:51:23.486983
KEN001091,KEN,KEN001091,1091,2022-04-11,2022,1,Strategic developments,Looting/property destruction,Police Forces of Kenya,,3,Pastoralist Militia (Kenya),,7,77,Eastern Africa,Kenya,Rift Valley,West Pokot,,Kapenguria,1.0505832568459612,34.91969275554792,1,Media,National,"Looting/property destruction reported in Kapenguria, Rift Valley region.",0,2022-04-11T15:51:23.486983
KEN001092,KEN,KEN001092,1092,2021-06-10,2021,1,Battles,Government regains territory,Protesters (Kenya),,3,Political Militia (Kenya),,4,32,Eastern Africa,Kenya,Nyanza,Kisumu,,Kisumu,0.2775980573119195,35.11890033432453,1,NGO,Subnational,"Government regains territory reported in Kisumu, Nyanza region.",2,2021-06-10T15:51:23.486983
KEN001093,KEN,KEN001093,1093,2021-09-16,2021,1,Explosions/Remote violence,Suicide bomb,Al Shabaab,,7,Protesters (Kenya),,4,61,Eastern Africa,Kenya,North Eastern,Mandera,,Mandera,3.576923519767826,41.95436677945748,1,NGO,Subnational,"Suicide bomb reported in Mandera, North Eastern region.",0,2021-09-16T15:51:23.486983
KEN001094,KEN,KEN001094,1094,2025-12-24,2025,1,Battles,Armed clash,Unidentified Armed Group (Kenya),,3,,,0,33,Eastern Africa,Kenya,Rift Valley,Turkana,,Lodwar,3.3075877913115592,35.927837251159154,1,Media,International,"Armed clash reported in Lodwar, Rift Valley region.",1,2025-12-24T15:51:23.486983
KEN001095,KEN,KEN001095,1095,2023-09-17,2023,1,Violence against civilians,Attack,Pastoralist Militia (Kenya),,4,,,6,20,Eastern Africa,Kenya,Western,Bungoma,,Bungoma,0.13056765154028893,34.710907157307254,1,Media,International,"Attack reported in Bungoma, Western region.",3,2023-09-17T15:51:23.486983
KEN001096,KEN,KEN001096,1096,2024-09-08,2024,1,Violence against civilians,Abduction/forced disappearance,Ethnic Militia (Kenya),,2,Pastoralist Militia (Kenya),,3,29,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-4.00637925171326,39.3797728064893,1,NGO,National,"Abduction/forced disappearance reported in Mombasa, Coast region.",3,2024-09-08T15:51:23.486983
KEN001097,KEN,KEN001097,1097,2022-06-12,2022,1,Riots,Violent demonstration,Protesters (Kenya),,5,Protesters (Kenya),,3,57,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-3.7129166748855487,39.523649463580476,1,International Organization,National,"Violent demonstration reported in Mombasa, Coast region.",0,2022-06-12T15:51:23.486983
KEN001098,KEN,KEN001098,1098,2022-06-14,2022,1,Protests,Protest with intervention,Political Militia (Kenya),,1,Rioters (Kenya),,1,65,Eastern Africa,Kenya,North Eastern,Garissa,,Garissa,-0.2389125505650459,39.66739913312879,1,Media,National,"Protest with intervention reported in Garissa, North Eastern region.",0,2022-06-14T15:51:23.486983
KEN001099,KEN,KEN001099,1099,2024-02-07,2024,1,Protests,Peaceful protest,Unidentified Armed Group (Kenya),,5,Ethnic Militia (Kenya),,0,78,Eastern Africa,Kenya,Nyanza,Kisumu,,Kisumu,0.3585378388994714,34.381656207748186,1,NGO,Subnational,"Peaceful protest reported in Kisumu, Nyanza region.",0,2024-02-07T15:51:23.486983
KEN001100,KEN,KEN001100,1100,2023-02-28,2023,1,Violence against civilians,Attack,Al Shabaab,,3,Al Shabaab,,2,48,Eastern Africa,Kenya,Nairobi,Nairobi,,Nairobi,-1.2583415781078755,36.72842736263166,1,Media,International,"Attack reported in Nairobi, Nairobi region.",1,2023-02-28T15:51:23.486983
KEN001101,KEN,KEN001101,1101,2024-09-19,2024,1,Protests,Protest with intervention,Military Forces of Kenya,,1,Pastoralist Militia (Kenya),,4,14,Eastern Africa,Kenya,Central,Kiambu,,Kiambu,-1.5286151498604355,36.436725188181654,1,Media,National,"Protest with intervention reported in Kiambu, Central region.",0,2024-09-19T15:51:23.486983
KEN001102,KEN,KEN001102,1102,2025-11-21,2025,1,Violence against civilians,Abduction/forced disappearance,Ethnic Militia (Kenya),,7,,,3,19,Eastern Africa,Kenya,Nairobi,Nairobi,,Nairobi,-1.3440755966337898,36.87361913111215,1,Media,International,"Abduction/forced disappearance reported in Nairobi, Nairobi region.",0,2025-11-21T15:51:23.486983
KEN001103,KEN,KEN001103,1103,2023-07-26,2023,1,Violence against civilians,Sexual violence,Political Militia (Kenya),,4,Military Forces of Kenya,,6,25,Eastern Africa,Kenya,Central,Kiambu,,Kiambu,-1.3397097483266145,36.51709762827084,1,Media,Subnational,"Sexual violence reported in Kiambu, Central region.",0,2023-07-26T15:51:23.486983
KEN001104,KEN,KEN001104,1104,2025-05-10,2025,1,Riots,Violent demonstration,Rioters (Kenya),,6,Police Forces of Kenya,,7,68,Eastern Africa,Kenya,Central,Kiambu,,Kiambu,-1.6288753664809072,36.755346974918204,1,International Organization,Subnational,"Violent demonstration reported in Kiambu, Central region.",0,2025-05-10T15:51:23.486983
KEN001105,KEN,KEN001105,1105,2025-07-20,2025,1,Battles,Government regains territory,Ethnic Militia (Kenya),,7,Rioters (Kenya),,6,79,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-3.672361849837845,40.13826453702016,1,Government,Subnational,"Government regains territory reported in Mombasa, Coast region.",2,2025-07-20T15:51:23.486983
KEN001106,KEN,KEN001106,1106,2023-06-16,2023,1,Violence against civilians,Sexual violence,Police Forces of Kenya,,1,Civilians (Kenya),,0,50,Eastern Africa,Kenya,North Eastern,Garissa,,Garissa,-0.19690822672396624,39.59403278230356,1,NGO,International,"Sexual violence reported in Garissa, North Eastern region.",2,2023-06-16T15:51:23.486983
