id,content,category,threat_level,event_type,location,region,country,latitude,longitude,fatalities,timestamp,source,content_length,word_count,has_fatalities,severity_score
KEN001261,"Excessive force against protesters reported in Lamu, Coast region.",civil_unrest,low,Protests,Lamu,Coast,Kenya,-2.0788120085896944,41.09016711754892,0,2023-08-11,NGO,66,9,0,0.25
KEN001262,"Headquarters or base established reported in Kisumu, Nyanza region.",political,low,Strategic developments,Kisumu,Nyanza,Kenya,0.23543698868287227,35.14481428707432,0,2025-10-04,Government,67,9,0,0.25
KEN001263,"Excessive force against protesters reported in Kisumu, Nyanza region.",civil_unrest,low,Protests,Kisumu,Nyanza,Kenya,0.39334926473956916,34.35895421585553,0,2022-11-05,International Organization,69,9,0,0.25
KEN001264,"Attack reported in Kabarnet, Rift Valley region.",violence,medium,Violence against civilians,Kabarnet,Rift Valley,Kenya,0.42351551737234916,36.07142296864184,1,2021-06-23,NGO,48,7,1,0.5
KEN001265,"Protest with intervention reported in Kabarnet, Rift Valley region.",civil_unrest,low,Protests,Kabarnet,Rift Valley,Kenya,0.3777807341929664,36.01353780812498,0,2026-01-13,NGO,67,9,0,0.25
KEN001266,"Mob violence reported in Garissa, North Eastern region.",civil_unrest,low,Riots,Garissa,North Eastern,Kenya,-0.3170555114232758,39.8294401156326,0,2025-10-10,NGO,55,8,0,0.25
KEN001267,"Sexual violence reported in Lodwar, Rift Valley region.",violence,medium,Violence against civilians,Lodwar,Rift Valley,Kenya,2.6317426014000187,35.31424657248088,0,2025-01-08,Government,55,8,0,0.5
KEN001268,"Abduction/forced disappearance reported in Kabarnet, Rift Valley region.",violence,medium,Violence against civilians,Kabarnet,Rift Valley,Kenya,0.07601009930968572,35.424425856104314,1,2022-06-14,International Organization,72,8,1,0.5
KEN001269,"Remote explosive/landmine/IED reported in Mombasa, Coast region.",terrorism,medium,Explosions/Remote violence,Mombasa,Coast,Kenya,-4.10546821686553,39.94417390874989,2,2023-03-25,Media,64,7,1,0.5
KEN001270,"Looting/property destruction reported in Garissa, North Eastern region.",political,low,Strategic developments,Garissa,North Eastern,Kenya,-0.1124059441230919,40.00390987530151,0,2022-11-23,NGO,71,8,0,0.25
KEN001271,"Non-violent transfer of territory reported in Nairobi, Nairobi region.",political,low,Strategic developments,Nairobi,Nairobi,Kenya,-1.74882711415539,36.80945640637894,0,2025-11-13,Media,70,9,0,0.25
KEN001272,"Abduction/forced disappearance reported in Garissa, North Eastern region.",violence,medium,Violence against civilians,Garissa,North Eastern,Kenya,-0.7672665236555927,39.50398039362688,2,2024-10-25,NGO,73,8,1,0.5
KEN001273,"Mob violence reported in Mandera, North Eastern region.",civil_unrest,low,Riots,Mandera,North Eastern,Kenya,3.458639203667634,41.40728125816627,0,2023-01-18,NGO,55,8,0,0.25
KEN001274,"Peaceful protest reported in Lodwar, Rift Valley region.",civil_unrest,low,Protests,Lodwar,Rift Valley,Kenya,3.5700784346437597,36.03525457771517,0,2021-05-22,NGO,56,8,0,0.25
KEN001275,"Armed clash reported in Lamu, Coast region.",armed_conflict,medium,Battles,Lamu,Coast,Kenya,-2.1824796511945035,40.70014297114814,1,2022-01-14,NGO,43,7,1,0.5
KEN001276,"Armed clash reported in Marsabit, Eastern region.",armed_conflict,high,Battles,Marsabit,Eastern,Kenya,2.355189358926351,38.416612845307775,8,2023-10-05,Media,49,7,1,0.75
KEN001277,"Protest with intervention reported in Bungoma, Western region.",civil_unrest,low,Protests,Bungoma,Western,Kenya,0.09253878265977444,34.10110068648192,1,2021-05-04,International Organization,62,8,1,0.25
KEN001278,"Armed clash reported in Wajir, North Eastern region.",armed_conflict,medium,Battles,Wajir,North Eastern,Kenya,1.879057465390029,40.11426753376045,1,2025-07-18,NGO,52,8,1,0.5
KEN001279,"Violent demonstration reported in Kapenguria, Rift Valley region.",civil_unrest,low,Riots,Kapenguria,Rift Valley,Kenya,1.7347564291781623,35.50919658853329,0,2023-01-21,NGO,65,8,0,0.25
KEN001280,"Remote explosive/landmine/IED reported in Mombasa, Coast region.",terrorism,medium,Explosions/Remote violence,Mombasa,Coast,Kenya,-3.657168341752634,39.41686878349757,3,2022-02-23,NGO,64,7,1,0.5
KEN001281,"Agreement reported in Mandera, North Eastern region.",political,low,Strategic developments,Mandera,North Eastern,Kenya,4.075243760034554,41.53806009253335,0,2025-03-18,Government,52,7,0,0.25
KEN001282,"Government regains territory reported in Marsabit, Eastern region.",armed_conflict,medium,Battles,Marsabit,Eastern,Kenya,2.8215186792123124,38.306258509216086,0,2021-06-17,NGO,66,8,0,0.5
KEN001283,"Government regains territory reported in Kiambu, Central region.",armed_conflict,medium,Battles,Kiambu,Central,Kenya,-1.280884302315606,36.85967244650671,3,2021-12-07,NGO,64,8,1,0.5
KEN001284,"Agreement reported in Mandera, North Eastern region.",political,low,Strategic developments,Mandera,North Eastern,Kenya,4.153896077573428,41.47229285825594,0,2022-08-07,Media,52,7,0,0.25
KEN001285,"Protest with intervention reported in Garissa, North Eastern region.",civil_unrest,low,Protests,Garissa,North Eastern,Kenya,-0.6075975870277236,39.59130540821239,0,2021-02-22,Media,68,9,0,0.25
KEN001286,"Change to group/activity reported in Nairobi, Nairobi region.",political,low,Strategic developments,Nairobi,Nairobi,Kenya,-1.1557915283493907,37.25135534379301,0,2023-12-06,International Organization,61,8,0,0.25
KEN001287,"Looting/property destruction reported in Wajir, North Eastern region.",political,low,Strategic developments,Wajir,North Eastern,Kenya,1.9745357374154817,39.86650773652932,0,2021-03-20,NGO,69,8,0,0.25
KEN001288,"Violent demonstration reported in Nairobi, Nairobi region.",civil_unrest,low,Riots,Nairobi,Nairobi,Kenya,-1.7264207278084835,36.80515763979075,0,2021-05-12,Government,58,7,0,0.25
KEN001289,"Non-violent transfer of territory reported in Lodwar, Rift Valley region.",political,low,Strategic developments,Lodwar,Rift Valley,Kenya,2.802662908119909,35.381888638903064,0,2022-11-12,NGO,73,10,0,0.25
KEN001290,"Agreement reported in Kiambu, Central region.",political,low,Strategic developments,Kiambu,Central,Kenya,-1.4143937677775678,36.74269195615802,0,2023-07-10,Media,45,6,0,0.25
KEN001291,"Abduction/forced disappearance reported in Kiambu, Central region.",violence,medium,Violence against civilians,Kiambu,Central,Kenya,-0.9915959290408681,36.59863779908503,1,2022-09-28,NGO,66,7,1,0.5
KEN001292,"Government regains territory reported in Mombasa, Coast region.",armed_conflict,medium,Battles,Mombasa,Coast,Kenya,-4.061555720607279,39.21067091048841,2,2021-06-23,Government,63,8,1,0.5
KEN001293,"Mob violence reported in Kabarnet, Rift Valley region.",civil_unrest,low,Riots,Kabarnet,Rift Valley,Kenya,0.725763983993982,36.23785368806197,0,2022-05-08,Media,54,8,0,0.25
KEN001294,"Sexual violence reported in Nairobi, Nairobi region.",violence,medium,Violence against civilians,Nairobi,Nairobi,Kenya,-1.5328502240680908,36.406216124733895,2,2024-12-30,International Organization,52,7,1,0.5
KEN001295,"Government regains territory reported in Kiambu, Central region.",armed_conflict,medium,Battles,Kiambu,Central,Kenya,-1.604748202871959,37.23382112390957,4,2025-08-23,International Organization,64,8,1,0.5
KEN001296,"Government regains territory reported in Kiambu, Central region.",armed_conflict,medium,Battles,Kiambu,Central,Kenya,-1.0043139486644548,36.91013771452621,1,2022-09-24,NGO,64,8,1,0.5
KEN001297,"Air/drone strike reported in Kisumu, Nyanza region.",terrorism,medium,Explosions/Remote violence,Kisumu,Nyanza,Kenya,0.3482418025483442,34.97817796691395,1,2021-02-11,International Organization,51,7,1,0.5
KEN001298,"Excessive force against protesters reported in Garissa, North Eastern region.",civil_unrest,low,Protests,Garissa,North Eastern,Kenya,-0.4370875373754254,39.62435305623002,0,2024-05-15,International Organization,77,10,0,0.25
KEN001299,"Protest with intervention reported in Mombasa, Coast region.",civil_unrest,low,Protests,Mombasa,Coast,Kenya,-3.6678373760904863,39.37738613008084,0,2025-12-29,Government,60,8,0,0.25
KEN001300,"Protest with intervention reported in Bungoma, Western region.",civil_unrest,low,Protests,Bungoma,Western,Kenya,0.08575035192633096,34.777313609601926,0,2022-01-14,Government,62,8,0,0.25
KEN001301,"Excessive force against protesters reported in Isiolo, Eastern region.",civil_unrest,low,Protests,Isiolo,Eastern,Kenya,0.6627797702024911,37.73969405925625,0,2023-07-03,Media,70,9,0,0.25
KEN001302,"Shelling/artillery/missile attack reported in Nairobi, Nairobi region.",terrorism,medium,Explosions/Remote violence,Nairobi,Nairobi,Kenya,-1.398102222051461,36.572315393338,0,2025-11-09,International Organization,70,7,0,0.5
KEN001303,"Shelling/artillery/missile attack reported in Bungoma, Western region.",terrorism,high,Explosions/Remote violence,Bungoma,Western,Kenya,0.2534965092022845,34.40404428329401,8,2024-06-03,International Organization,70,7,1,0.75
KEN001304,"Sexual violence reported in Mombasa, Coast region.",violence,high,Violence against civilians,Mombasa,Coast,Kenya,-4.008621992435844,39.7236936823944,6,2024-05-03,International Organization,50,7,1,0.75
KEN001305,"Abduction/forced disappearance reported in Isiolo, Eastern region.",violence,medium,Violence against civilians,Isiolo,Eastern,Kenya,0.28637441223748483,37.41961470868643,3,2023-03-30,NGO,66,7,1,0.5
KEN001306,"Excessive force against protesters reported in Kabarnet, Rift Valley region.",civil_unrest,low,Protests,Kabarnet,Rift Valley,Kenya,0.19045240353709292,35.769902918855934,0,2022-04-08,Media,76,10,0,0.25
KEN001307,"Protest with intervention reported in Wajir, North Eastern region.",civil_unrest,low,Protests,Wajir,North Eastern,Kenya,1.8153278156666615,39.95572516873946,0,2022-09-22,Media,66,9,0,0.25
KEN001308,"Remote explosive/landmine/IED reported in Isiolo, Eastern region.",terrorism,medium,Explosions/Remote violence,Isiolo,Eastern,Kenya,0.833634188885685,37.91212231298349,0,2025-04-22,Media,65,7,0,0.5
KEN001309,"Violent demonstration reported in Mombasa, Coast region.",civil_unrest,low,Riots,Mombasa,Coast,Kenya,-3.768650153465901,39.908021634365596,0,2024-04-11,NGO,56,7,0,0.25
KEN001310,"Excessive force against protesters reported in Kabarnet, Rift Valley region.",civil_unrest,low,Protests,Kabarnet,Rift Valley,Kenya,0.1785839259143167,35.6494998528545,0,2024-02-20,NGO,76,10,0,0.25
KEN001311,"Government regains territory reported in Kapenguria, Rift Valley region.",armed_conflict,medium,Battles,Kapenguria,Rift Valley,Kenya,0.9936923557313041,35.09768411435523,0,2023-10-11,NGO,72,9,0,0.5
KEN001312,"Armed clash reported in Wajir, North Eastern region.",armed_conflict,medium,Battles,Wajir,North Eastern,Kenya,2.070834413038553,39.76877228130588,1,2025-09-21,Government,52,8,1,0.5
KEN001313,"Excessive force against protesters reported in Garissa, North Eastern region.",civil_unrest,low,Protests,Garissa,North Eastern,Kenya,-0.25200065010040307,39.574702368717986,0,2022-09-14,International Organization,77,10,0,0.25
KEN001314,"Mob violence reported in Nairobi, Nairobi region.",civil_unrest,low,Riots,Nairobi,Nairobi,Kenya,-0.9997869387820981,36.681700964548796,0,2025-12-05,NGO,49,7,0,0.25
KEN001315,"Violent demonstration reported in Isiolo, Eastern region.",civil_unrest,low,Riots,Isiolo,Eastern,Kenya,0.27294033516000005,37.94461754026977,0,2024-06-21,Government,57,7,0,0.25
KEN001316,"Government regains territory reported in Nairobi, Nairobi region.",armed_conflict,medium,Battles,Nairobi,Nairobi,Kenya,-1.3717098458342136,36.44129687610968,0,2025-11-21,NGO,65,8,0,0.5
KEN001317,"Non-state actor overtakes territory reported in Kisumu, Nyanza region.",armed_conflict,medium,Battles,Kisumu,Nyanza,Kenya,0.08403328009644769,34.29589544992119,0,2021-06-04,NGO,70,9,0,0.5
KEN001318,"Remote explosive/landmine/IED reported in Kiambu, Central region.",terrorism,medium,Explosions/Remote violence,Kiambu,Central,Kenya,-0.7247612727850474,37.256135231239625,1,2023-03-23,International Organization,65,7,1,0.5
KEN001319,"Shelling/artillery/missile attack reported in Marsabit, Eastern region.",terrorism,medium,Explosions/Remote violence,Marsabit,Eastern,Kenya,2.7477542465263114,37.884439208242426,0,2021-04-05,Government,71,7,0,0.5
KEN001320,"Mob violence reported in Wajir, North Eastern region.",civil_unrest,low,Riots,Wajir,North Eastern,Kenya,1.2797550345942028,39.62661626137132,0,2024-10-30,Media,53,8,0,0.25
KEN001321,"Peaceful protest reported in Kabarnet, Rift Valley region.",civil_unrest,low,Protests,Kabarnet,Rift Valley,Kenya,0.5048788419143418,35.98176205356182,0,2021-10-01,Media,58,8,0,0.25
KEN001322,"Mob violence reported in Wajir, North Eastern region.",civil_unrest,low,Riots,Wajir,North Eastern,Kenya,1.3187506142314849,40.50080353563324,0,2021-03-30,NGO,53,8,0,0.25
KEN001323,"Non-violent transfer of territory reported in Garissa, North Eastern region.",political,low,Strategic developments,Garissa,North Eastern,Kenya,0.04466897620406862,39.18928899023202,0,2022-02-21,NGO,76,10,0,0.25
KEN001324,"Excessive force against protesters reported in Mandera, North Eastern region.",civil_unrest,low,Protests,Mandera,North Eastern,Kenya,3.5692820465608492,42.178558690729055,0,2022-05-10,Media,77,10,0,0.25
KEN001325,"Shelling/artillery/missile attack reported in Nairobi, Nairobi region.",terrorism,medium,Explosions/Remote violence,Nairobi,Nairobi,Kenya,-1.3750773031767305,36.92004474678635,4,2023-01-10,International Organization,70,7,1,0.5
KEN001326,"Shelling/artillery/missile attack reported in Isiolo, Eastern region.",terrorism,medium,Explosions/Remote violence,Isiolo,Eastern,Kenya,0.11469820538211128,37.426299764029736,1,2024-10-09,NGO,69,7,1,0.5
KEN001327,"Violent demonstration reported in Kapenguria, Rift Valley region.",civil_unrest,low,Riots,Kapenguria,Rift Valley,Kenya,1.287874634986139,34.8099797305601,0,2021-02-05,Government,65,8,0,0.25
KEN001328,"Violent demonstration reported in Marsabit, Eastern region.",civil_unrest,low,Riots,Marsabit,Eastern,Kenya,2.749267389858533,37.931696490442604,0,2022-09-26,Media,59,7,0,0.25
KEN001329,"Mob violence reported in Lamu, Coast region.",civil_unrest,low,Riots,Lamu,Coast,Kenya,-2.5032733326573156,40.46434148790945,0,2022-10-29,Media,44,7,0,0.25
KEN001330,"Government regains territory reported in Mombasa, Coast region.",armed_conflict,medium,Battles,Mombasa,Coast,Kenya,-4.44356309343138,40.04938923689431,0,2021-10-01,NGO,63,8,0,0.5
KEN001331,"Protest with intervention reported in Lodwar, Rift Valley region.",civil_unrest,low,Protests,Lodwar,Rift Valley,Kenya,3.5225002408930233,35.328130863606,0,2023-09-07,NGO,65,9,0,0.25
KEN001332,"Non-state actor overtakes territory reported in Wajir, North Eastern region.",armed_conflict,medium,Battles,Wajir,North Eastern,Kenya,1.9363743824616146,39.62318713931523,1,2025-06-25,NGO,76,10,1,0.5
KEN001333,"Protest with intervention reported in Garissa, North Eastern region.",civil_unrest,low,Protests,Garissa,North Eastern,Kenya,-0.8135607687356479,39.810819525707046,0,2024-06-04,Media,68,9,0,0.25
KEN001334,"Peaceful protest reported in Nairobi, Nairobi region.",civil_unrest,low,Protests,Nairobi,Nairobi,Kenya,-1.1686594993750021,36.457907830825576,0,2022-05-31,NGO,53,7,0,0.25
KEN001335,"Attack reported in Mandera, North Eastern region.",violence,medium,Violence against civilians,Mandera,North Eastern,Kenya,4.319526118894863,41.93924339596845,0,2023-12-03,NGO,49,7,0,0.5
KEN001336,"Mob violence reported in Kapenguria, Rift Valley region.",civil_unrest,low,Riots,Kapenguria,Rift Valley,Kenya,1.104428796907279,34.688235642166454,0,2023-04-09,NGO,56,8,0,0.25
KEN001337,"Suicide bomb reported in Kisumu, Nyanza region.",terrorism,medium,Explosions/Remote violence,Kisumu,Nyanza,Kenya,0.20990172821722114,34.48743076846306,0,2024-09-05,Media,47,7,0,0.5
KEN001338,"Mob violence reported in Wajir, North Eastern region.",civil_unrest,low,Riots,Wajir,North Eastern,Kenya,2.1687015996574366,39.97509233269825,0,2021-12-26,Government,53,8,0,0.25
KEN001339,"Suicide bomb reported in Nairobi, Nairobi region.",terrorism,medium,Explosions/Remote violence,Nairobi,Nairobi,Kenya,-1.144220588049685,37.26811148814783,3,2023-06-25,Media,49,7,1,0.5
KEN001340,"Abduction/forced disappearance reported in Isiolo, Eastern region.",violence,medium,Violence against civilians,Isiolo,Eastern,Kenya,0.6749187623469647,37.79286724594284,0,2022-02-03,Government,66,7,0,0.5
KEN001341,"Looting/property destruction reported in Wajir, North Eastern region.",political,low,Strategic developments,Wajir,North Eastern,Kenya,1.843739199933454,40.20455451137407,0,2023-03-11,Media,69,8,0,0.25
KEN001342,"Sexual violence reported in Isiolo, Eastern region.",violence,medium,Violence against civilians,Isiolo,Eastern,Kenya,0.384790098746567,37.53156587162515,0,2022-08-15,Government,51,7,0,0.5
KEN001343,"Sexual violence reported in Lodwar, Rift Valley region.",violence,medium,Violence against civilians,Lodwar,Rift Valley,Kenya,3.5454693370991794,35.18189505445031,0,2021-12-16,NGO,55,8,0,0.5
KEN001344,"Government regains territory reported in Lodwar, Rift Valley region.",armed_conflict,medium,Battles,Lodwar,Rift Valley,Kenya,2.7748260119233454,35.86586776249197,1,2022-02-24,Media,68,9,1,0.5
KEN001345,"Peaceful protest reported in Garissa, North Eastern region.",civil_unrest,low,Protests,Garissa,North Eastern,Kenya,-0.34753530381508224,39.229236679745455,0,2022-12-30,Media,59,8,0,0.25
KEN001346,"Peaceful protest reported in Lamu, Coast region.",civil_unrest,low,Protests,Lamu,Coast,Kenya,-2.6346013187943296,40.490519052563066,0,2025-11-27,International Organization,48,7,0,0.25
KEN001347,"Government regains territory reported in Kisumu, Nyanza region.",armed_conflict,high,Battles,Kisumu,Nyanza,Kenya,0.2326657553333153,34.9007324975467,9,2023-01-18,Media,63,8,1,0.75
KEN001348,"Suicide bomb reported in Lodwar, Rift Valley region.",terrorism,high,Explosions/Remote violence,Lodwar,Rift Valley,Kenya,3.5364619850652765,35.56073173593132,7,2024-06-24,Media,52,8,1,0.75
KEN001349,"Arrests reported in Wajir, North Eastern region.",political,low,Strategic developments,Wajir,North Eastern,Kenya,1.7207307554846096,40.511917371504055,0,2026-01-15,International Organization,48,7,0,0.25
KEN001350,"Violent demonstration reported in Marsabit, Eastern region.",civil_unrest,low,Riots,Marsabit,Eastern,Kenya,2.586346292932471,38.13109963323215,0,2022-01-24,Government,59,7,0,0.25
KEN001351,"Violent demonstration reported in Kabarnet, Rift Valley region.",civil_unrest,low,Riots,Kabarnet,Rift Valley,Kenya,0.2898574289583591,35.4256971310871,0,2023-06-08,Government,63,8,0,0.25
KEN001352,"Air/drone strike reported in Nairobi, Nairobi region.",terrorism,high,Explosions/Remote violence,Nairobi,Nairobi,Kenya,-1.379315027184615,36.96777479110935,6,2025-02-24,Media,53,7,1,0.75
KEN001353,"Protest with intervention reported in Lodwar, Rift Valley region.",civil_unrest,low,Protests,Lodwar,Rift Valley,Kenya,3.5933997288546315,35.44136688831826,0,2024-08-28,International Organization,65,9,0,0.25
KEN001354,"Change to group/activity reported in Kabarnet, Rift Valley region.",political,low,Strategic developments,Kabarnet,Rift Valley,Kenya,0.31033136607730993,35.87587074119687,0,2023-04-24,International Organization,66,9,0,0.25
KEN001355,"Armed clash reported in Nairobi, Nairobi region.",armed_conflict,medium,Battles,Nairobi,Nairobi,Kenya,-1.0876730762961209,36.479480824314024,0,2023-06-29,NGO,48,7,0,0.5
KEN001356,"Violent demonstration reported in Garissa, North Eastern region.",civil_unrest,low,Riots,Garissa,North Eastern,Kenya,-0.5839132172629135,39.35323710430645,0,2025-11-17,Government,64,8,0,0.25
KEN001357,"Attack reported in Nairobi, Nairobi region.",violence,medium,Violence against civilians,Nairobi,Nairobi,Kenya,-1.595683989770205,37.23006071165795,1,2021-02-10,International Organization,43,6,1,0.5
KEN001358,"Suicide bomb reported in Garissa, North Eastern region.",terrorism,medium,Explosions/Remote violence,Garissa,North Eastern,Kenya,-0.9502211531915877,39.85993031174995,0,2025-12-24,Media,55,8,0,0.5
KEN001359,"Violent demonstration reported in Kisumu, Nyanza region.",civil_unrest,low,Riots,Kisumu,Nyanza,Kenya,0.315991773229734,34.64303581712228,0,2021-12-27,Media,56,7,0,0.25
KEN001360,"Non-state actor overtakes territory reported in Isiolo, Eastern region.",armed_conflict,medium,Battles,Isiolo,Eastern,Kenya,0.1202983777110066,37.80795652190498,0,2023-05-22,Media,71,9,0,0.5
KEN001361,"Peaceful protest reported in Mombasa, Coast region.",civil_unrest,low,Protests,Mombasa,Coast,Kenya,-3.7135420810446815,39.36870952355088,0,2021-09-25,NGO,51,7,0,0.25
KEN001362,"Attack reported in Mandera, North Eastern region.",violence,medium,Violence against civilians,Mandera,North Eastern,Kenya,3.5861976561475584,42.19297366958349,0,2022-08-23,Government,49,7,0,0.5
KEN001363,"Mob violence reported in Bungoma, Western region.",civil_unrest,low,Riots,Bungoma,Western,Kenya,0.6863292369611795,34.2134888456448,0,2025-07-04,NGO,49,7,0,0.25
KEN001364,"Abduction/forced disappearance reported in Bungoma, Western region.",violence,medium,Violence against civilians,Bungoma,Western,Kenya,0.41973150876084153,34.18477975482952,4,2021-08-25,Government,67,7,1,0.5
KEN001365,"Peaceful protest reported in Mombasa, Coast region.",civil_unrest,low,Protests,Mombasa,Coast,Kenya,-4.098098922212491,39.26003330785516,0,2021-09-18,Government,51,7,0,0.25
KEN001366,"Armed clash reported in Kabarnet, Rift Valley region.",armed_conflict,medium,Battles,Kabarnet,Rift Valley,Kenya,0.38371937322293104,35.60849453862309,0,2024-08-02,NGO,53,8,0,0.5
KEN001367,"Sexual violence reported in Marsabit, Eastern region.",violence,medium,Violence against civilians,Marsabit,Eastern,Kenya,2.777836308524924,37.501120889977464,1,2024-04-28,NGO,53,7,1,0.5
KEN001368,"Peaceful protest reported in Kisumu, Nyanza region.",civil_unrest,low,Protests,Kisumu,Nyanza,Kenya,0.3174217026410087,34.964546707176844,0,2023-08-29,International Organization,51,7,0,0.25
KEN001369,"Protest with intervention reported in Nairobi, Nairobi region.",civil_unrest,low,Protests,Nairobi,Nairobi,Kenya,-1.0455823420678847,37.15364589625961,0,2022-12-28,International Organization,62,8,0,0.25
KEN001370,"Violent demonstration reported in Marsabit, Eastern region.",civil_unrest,low,Riots,Marsabit,Eastern,Kenya,2.01163537157177,38.09593345252038,0,2024-07-31,International Organization,59,7,0,0.25
KEN001371,"Violent demonstration reported in Kabarnet, Rift Valley region.",civil_unrest,low,Riots,Kabarnet,Rift Valley,Kenya,0.3495770913057742,35.994730793567264,0,2022-09-01,NGO,63,8,0,0.25
KEN001372,"Abduction/forced disappearance reported in Lamu, Coast region.",violence,medium,Violence against civilians,Lamu,Coast,Kenya,-2.1792514234945157,41.288050840190074,3,2022-02-08,International Organization,62,7,1,0.5
KEN001373,"Suicide bomb reported in Kabarnet, Rift Valley region.",terrorism,medium,Explosions/Remote violence,Kabarnet,Rift Valley,Kenya,0.02662286809365222,35.93371520015083,0,2022-12-04,Media,54,8,0,0.5
KEN001374,"Government regains territory reported in Lamu, Coast region.",armed_conflict,medium,Battles,Lamu,Coast,Kenya,-1.9785446942624492,40.6310250792918,2,2021-05-29,Media,60,8,1,0.5
KEN001375,"Abduction/forced disappearance reported in Garissa, North Eastern region.",violence,medium,Violence against civilians,Garissa,North Eastern,Kenya,-0.406950449696603,40.060066522863636,1,2022-10-29,Media,73,8,1,0.5
KEN001376,"Non-violent transfer of territory reported in Mombasa, Coast region.",political,low,Strategic developments,Mombasa,Coast,Kenya,-4.301077904993926,39.33678200349762,0,2024-05-26,International Organization,68,9,0,0.25
KEN001377,"Headquarters or base established reported in Marsabit, Eastern region.",political,low,Strategic developments,Marsabit,Eastern,Kenya,2.748500834749655,38.39762534312934,0,2023-07-25,International Organization,70,9,0,0.25
KEN001378,"Non-state actor overtakes territory reported in Kabarnet, Rift Valley region.",armed_conflict,medium,Battles,Kabarnet,Rift Valley,Kenya,0.9462553453248445,35.98126858569662,4,2021-07-20,International Organization,77,10,1,0.5
KEN001379,"Protest with intervention reported in Kiambu, Central region.",civil_unrest,low,Protests,Kiambu,Central,Kenya,-0.9200927043478235,37.27786117365856,0,2022-05-04,International Organization,61,8,0,0.25
KEN001380,"Non-state actor overtakes territory reported in Mombasa, Coast region.",armed_conflict,medium,Battles,Mombasa,Coast,Kenya,-3.933251021710195,39.87655893603866,1,2025-04-01,International Organization,70,9,1,0.5
KEN001381,"Abduction/forced disappearance reported in Lamu, Coast region.",violence,medium,Violence against civilians,Lamu,Coast,Kenya,-1.801985007735786,40.996159357879655,0,2021-06-25,International Organization,62,7,0,0.5
KEN001382,"Peaceful protest reported in Mombasa, Coast region.",civil_unrest,low,Protests,Mombasa,Coast,Kenya,-3.9730502651276556,40.1655661815497,0,2022-08-19,International Organization,51,7,0,0.25
KEN001383,"Peaceful protest reported in Lamu, Coast region.",civil_unrest,low,Protests,Lamu,Coast,Kenya,-2.3053703625909714,40.72593912016072,0,2023-01-20,Media,48,7,0,0.25
KEN001384,"Protest with intervention reported in Kiambu, Central region.",civil_unrest,low,Protests,Kiambu,Central,Kenya,-1.4179306552843367,36.96903034011182,0,2025-11-17,Government,61,8,0,0.25
KEN001385,"Sexual violence reported in Lamu, Coast region.",violence,medium,Violence against civilians,Lamu,Coast,Kenya,-1.9593541632465175,41.22262559306719,0,2021-09-03,NGO,47,7,0,0.5
KEN001386,"Abduction/forced disappearance reported in Bungoma, Western region.",violence,medium,Violence against civilians,Bungoma,Western,Kenya,0.10553640219042071,35.030983822792486,0,2023-06-15,Government,67,7,0,0.5
KEN001387,"Excessive force against protesters reported in Isiolo, Eastern region.",civil_unrest,low,Protests,Isiolo,Eastern,Kenya,-0.0001467309221891977,37.70449137583764,0,2024-06-11,NGO,70,9,0,0.25
KEN001388,"Abduction/forced disappearance reported in Mombasa, Coast region.",violence,medium,Violence against civilians,Mombasa,Coast,Kenya,-3.6790723714778966,39.17157294355055,0,2023-10-08,International Organization,65,7,0,0.5
KEN001389,"Violent demonstration reported in Lamu, Coast region.",civil_unrest,low,Riots,Lamu,Coast,Kenya,-2.499366821425684,41.055542146706536,0,2025-12-10,NGO,53,7,0,0.25
KEN001390,"Armed clash reported in Kisumu, Nyanza region.",armed_conflict,medium,Battles,Kisumu,Nyanza,Kenya,-0.5736815060887074,34.47275588926685,0,2023-03-17,Media,46,7,0,0.5
KEN001391,"Government regains territory reported in Garissa, North Eastern region.",armed_conflict,medium,Battles,Garissa,North Eastern,Kenya,-0.9532902680849941,40.02238109504538,2,2022-08-31,NGO,71,9,1,0.5
KEN001392,"Protest with intervention reported in Bungoma, Western region.",civil_unrest,low,Protests,Bungoma,Western,Kenya,0.11447403579166138,34.539925277771516,0,2021-09-01,NGO,62,8,0,0.25
KEN001393,"Mob violence reported in Mandera, North Eastern region.",civil_unrest,low,Riots,Mandera,North Eastern,Kenya,3.693681821851368,42.11803296153761,0,2024-02-28,NGO,55,8,0,0.25
KEN001394,"Armed clash reported in Garissa, North Eastern region.",armed_conflict,medium,Battles,Garissa,North Eastern,Kenya,-0.5279784375811847,39.36156858303187,1,2022-04-13,International Organization,54,8,1,0.5
KEN001395,"Excessive force against protesters reported in Lamu, Coast region.",civil_unrest,low,Protests,Lamu,Coast,Kenya,-1.880405774151841,41.096479741953395,0,2021-02-21,NGO,66,9,0,0.25
KEN001396,"Mob violence reported in Mandera, North Eastern region.",civil_unrest,low,Riots,Mandera,North Eastern,Kenya,3.9873657263721527,41.61750142469594,0,2023-05-08,Government,55,8,0,0.25
KEN001397,"Armed clash reported in Mombasa, Coast region.",armed_conflict,medium,Battles,Mombasa,Coast,Kenya,-4.430762711803304,39.79598317371634,0,2022-05-05,Government,46,7,0,0.5
KEN001398,"Abduction/forced disappearance reported in Bungoma, Western region.",violence,medium,Violence against civilians,Bungoma,Western,Kenya,0.7543511754660492,34.28130039965557,0,2023-07-28,Government,67,7,0,0.5
